DATAFLOW,LAST UPDATE,freq,unit,lev_know,isco08,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,ES,2007,72.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,ES,2011,53.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,ES,2016,67.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,EU27_2020,2007,71.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,EU27_2020,2011,60.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,EU27_2020,2016,63.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,EU28,2007,72.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,EU28,2011,60.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,EU28,2016,62.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,FI,2007,56.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,FI,2011,54.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,FI,2016,44.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,FR,2007,74.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,FR,2011,70.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,FR,2016,76.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,HR,2007,64.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,HR,2016,56.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,HU,2007,60.3,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,HU,2011,68.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,HU,2016,64.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,IE,2016,56.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,IT,2011,78.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,IT,2016,83.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,LT,2007,40.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,LT,2011,28.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,LT,2016,41.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,LU,2011,23.8,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,LU,2016,19.4,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,LV,2007,27.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,LV,2011,28.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,LV,2016,35.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,MK,2016,60.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,MT,2011,30.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,MT,2016,34.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,NL,2011,19.6,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,NL,2016,41.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,NO,2007,25.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,NO,2011,22.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,NO,2016,21.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,PL,2007,86.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,PL,2011,63.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,PL,2016,70.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,PT,2007,73.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,PT,2011,51.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,PT,2016,68.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,RO,2007,82.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,RO,2016,81.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,RS,2011,61.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,RS,2016,57.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,SE,2007,35.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,SE,2011,37.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,SE,2016,25.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,SI,2007,34.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,SI,2011,39.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,SI,2016,31.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,SK,2007,29.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,SK,2011,37.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,SK,2016,35.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,TR,2007,95.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,TR,2011,87.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,TR,2016,88.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,UK,2007,82.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC6-8,UK,2016,40.5,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,AL,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,AT,2007,77.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,AT,2011,62.1,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,AT,2016,62.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,BA,2016,85.6,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,BE,2007,56.9,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,BE,2011,41.2,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,BE,2016,48.2,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,BG,2007,88.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,BG,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,BG,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,CH,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,CH,2016,55.8,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,CY,2007,63.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,CY,2011,49.7,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,CY,2016,60.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,CZ,2007,86.6,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,CZ,2011,71.0,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,CZ,2016,84.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,DE,2007,80.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,DE,2011,74.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,DE,2016,74.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,DK,2011,35.4,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,DK,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EA19,2007,70.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EA19,2011,66.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EA19,2016,68.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EE,2007,46.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EE,2011,48.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EE,2016,65.6,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EL,2007,70.2,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EL,2011,64.3,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EL,2016,55.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,ES,2007,73.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,ES,2011,55.7,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,ES,2016,68.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EU27_2020,2007,72.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EU27_2020,2011,64.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EU27_2020,2016,67.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EU28,2007,71.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EU28,2011,64.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,EU28,2016,67.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,FI,2007,52.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,FI,2011,51.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,FI,2016,43.4,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,FR,2007,78.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,FR,2011,69.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,FR,2016,79.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,HR,2007,64.5,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,HR,2016,50.8,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,HU,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,HU,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,HU,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,IE,2016,46.0,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,IT,2011,87.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,IT,2016,84.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,LT,2007,47.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,LT,2011,36.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,LT,2016,50.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,LU,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,LU,2016,36.2,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,LV,2007,30.9,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,LV,2011,31.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,LV,2016,41.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,MK,2016,58.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,MT,2011,37.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,MT,2016,35.9,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,NL,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,NL,2016,41.1,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,NO,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,NO,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,NO,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,PL,2007,87.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,PL,2011,72.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,PL,2016,77.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,PT,2007,66.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,PT,2011,68.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,PT,2016,73.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,RO,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,RO,2016,74.4,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,RS,2011,73.8,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,RS,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,SE,2007,31.5,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,SE,2011,37.9,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,SE,2016,31.6,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,SI,2007,44.5,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,SI,2011,49.5,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,SI,2016,32.5,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,SK,2007,34.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,SK,2011,39.3,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,SK,2016,37.4,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,TR,2007,97.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,TR,2011,92.2,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,TR,2016,95.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,UK,2007,66.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,OC9,UK,2016,60.7,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,AL,2016,30.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,AT,2007,38.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,AT,2011,34.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,AT,2016,33.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,BA,2016,55.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,BE,2007,41.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,BE,2011,31.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,BE,2016,29.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,BG,2007,72.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,BG,2011,43.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,BG,2016,34.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,CH,2011,13.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,CH,2016,38.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,CY,2007,29.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,CY,2011,22.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,CY,2016,24.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,CZ,2007,55.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,CZ,2011,36.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,CZ,2016,54.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,DE,2007,54.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,DE,2011,49.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,DE,2016,44.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,DK,2011,27.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,DK,2016,14.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EA19,2007,48.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EA19,2011,44.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EA19,2016,44.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EE,2007,31.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EE,2011,30.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EE,2016,42.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EL,2007,44.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EL,2011,40.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EL,2016,32.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,ES,2007,50.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,ES,2011,38.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,ES,2016,39.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EU27_2020,2007,50.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EU27_2020,2011,43.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EU27_2020,2016,43.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EU28,2007,54.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EU28,2011,43.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,EU28,2016,43.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,FI,2007,32.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,FI,2011,27.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,FI,2016,24.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,FR,2007,58.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,FR,2011,49.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,FR,2016,54.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,HR,2007,43.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,HR,2016,31.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,HU,2007,44.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,HU,2011,44.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,HU,2016,44.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,IE,2016,48.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,IT,2011,63.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,IT,2016,62.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,LT,2007,34.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,LT,2011,25.7,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,LT,2016,33.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,LU,2011,14.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,LU,2016,11.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,LV,2007,24.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,LV,2011,22.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,LV,2016,29.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,MK,2016,37.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,MT,2011,16.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,MT,2016,14.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,NL,2011,15.5,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,NL,2016,27.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,NO,2007,15.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,NO,2011,12.7,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,NO,2016,15.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,PL,2007,69.3,
