DATAFLOW,LAST UPDATE,freq,unit,lev_know,isco08,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,PL,2011,45.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,PL,2016,44.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,PT,2007,44.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,PT,2011,39.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,PT,2016,45.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,RO,2007,52.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,RO,2016,50.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,RS,2011,41.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,RS,2016,33.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,SE,2007,17.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,SE,2011,18.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,SE,2016,14.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,SI,2007,19.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,SI,2011,24.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,SI,2016,17.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,SK,2007,25.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,SK,2011,30.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,SK,2016,29.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,TR,2007,84.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,TR,2011,66.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,TR,2016,70.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,UK,2007,73.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,BASIC,TOTAL,UK,2016,51.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,AL,2016,35.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,AT,2007,34.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,AT,2011,42.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,AT,2016,36.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,BA,2016,31.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,BE,2007,32.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,BE,2011,39.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,BE,2016,42.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,BG,2007,25.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,BG,2011,35.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,BG,2016,39.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,CH,2011,66.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,CH,2016,43.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,CY,2007,38.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,CY,2011,27.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,CY,2016,31.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,CZ,2007,33.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,CZ,2011,44.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,CZ,2016,38.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,DE,2007,20.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,DE,2011,38.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,DE,2016,38.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,DK,2011,35.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,DK,2016,36.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EA19,2007,30.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EA19,2011,39.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EA19,2016,37.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EE,2007,41.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EE,2011,45.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EE,2016,28.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EL,2007,39.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EL,2011,41.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EL,2016,38.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,ES,2007,37.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,ES,2011,44.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,ES,2016,44.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EU27_2020,2007,30.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EU27_2020,2011,38.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EU27_2020,2016,37.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EU28,2007,29.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EU28,2011,38.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,EU28,2016,36.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,FI,2007,48.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,FI,2011,43.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,FI,2016,41.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,FR,2007,36.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,FR,2011,43.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,FR,2016,35.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,HR,2007,38.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,HR,2016,43.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,HU,2007,35.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,HU,2011,33.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,HU,2016,27.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,IE,2016,26.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,IT,2011,31.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,IT,2016,33.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,LT,2007,28.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,LT,2011,30.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,LT,2016,30.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,LU,2011,18.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,LU,2016,21.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,LV,2007,25.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,LV,2011,32.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,LV,2016,35.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,MK,2016,37.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,MT,2011,13.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,MT,2016,10.8,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,NL,2011,43.7,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,NL,2016,40.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,NO,2007,35.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,NO,2011,32.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,NO,2016,33.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,PL,2007,29.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,PL,2011,38.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,PL,2016,36.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,PT,2007,41.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,PT,2011,38.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,PT,2016,38.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,RO,2007,26.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,RO,2016,41.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,RS,2011,37.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,RS,2016,42.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,SE,2007,41.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,SE,2011,33.7,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,SE,2016,27.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,SI,2007,37.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,SI,2011,36.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,SI,2016,39.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,SK,2007,29.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,SK,2011,37.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,SK,2016,40.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,TR,2007,14.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,TR,2011,20.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,TR,2016,21.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,UK,2007,19.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC1-3,UK,2016,25.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,AL,2016,34.6,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,AT,2007,41.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,AT,2011,44.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,AT,2016,34.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,BA,2016,22.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,BE,2007,30.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,BE,2011,48.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,BE,2016,45.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,BG,2007,12.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,BG,2011,29.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,BG,2016,41.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,CH,2011,68.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,CH,2016,35.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,CY,2007,47.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,CY,2011,40.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,CY,2016,49.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,CZ,2007,27.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,CZ,2011,41.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,CZ,2016,28.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,DE,2007,9.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,DE,2011,30.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,DE,2016,31.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,DK,2011,37.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,DK,2016,39.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EA19,2007,25.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EA19,2011,33.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EA19,2016,33.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EE,2007,42.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EE,2011,43.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EE,2016,24.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EL,2007,33.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EL,2011,41.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EL,2016,37.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,ES,2007,32.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,ES,2011,39.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,ES,2016,37.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EU27_2020,2007,25.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EU27_2020,2011,33.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EU27_2020,2016,33.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EU28,2007,23.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EU28,2011,33.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,EU28,2016,32.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,FI,2007,45.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,FI,2011,48.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,FI,2016,46.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,FR,2007,26.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,FR,2011,33.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,FR,2016,28.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,HR,2007,38.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,HR,2016,42.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,HU,2007,19.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,HU,2011,29.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,HU,2016,27.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,IE,2016,20.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,IT,2011,26.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,IT,2016,27.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,LT,2007,27.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,LT,2011,30.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,LT,2016,26.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,LU,2011,26.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,LU,2016,26.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,LV,2007,26.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,LV,2011,33.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,LV,2016,34.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,MK,2016,31.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,MT,2011,26.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,MT,2016,32.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,NL,2011,46.7,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,NL,2016,46.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,NO,2007,46.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,NO,2011,45.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,NO,2016,40.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,PL,2007,19.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,PL,2011,32.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,PL,2016,36.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,PT,2007,35.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,PT,2011,36.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,PT,2016,29.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,RO,2007,26.9,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,RO,2016,31.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,RS,2011,35.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,RS,2016,50.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,SE,2007,53.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,SE,2011,40.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,SE,2016,35.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,SI,2007,51.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,SI,2011,47.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,SI,2016,45.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,SK,2007,28.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,SK,2011,35.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,SK,2016,42.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,TR,2007,8.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,TR,2011,15.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,TR,2016,12.1,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,UK,2007,10.0,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC4_5,UK,2016,18.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,AL,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,AT,2007,27.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,AT,2011,29.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,AT,2016,26.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,BA,2016,23.0,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,BE,2007,24.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,BE,2011,35.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,BE,2016,40.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,BG,2007,8.5,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,BG,2011,33.9,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,BG,2016,30.5,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,CH,2011,65.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,CH,2016,32.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,CY,2007,31.2,
