"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","1","maschi","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022","2022",115.702,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q1","T1-2021",79.918,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q2","T2-2021",94.43,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q3","T3-2021",104.797,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q4","T4-2021",115.722,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q1","T1-2022",104.817,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q2","T2-2022",119.607,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q3","T3-2022",116.718,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q4","T4-2022",121.666,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018","2018",429.011,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q2","T2-2018",424.576,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q1","T1-2018",418.734,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q4","T4-2018",431.504,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q3","T3-2018",441.229,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019","2019",423.25,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q1","T1-2019",420.247,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q2","T2-2019",413.176,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q4","T4-2019",416.017,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q3","T3-2019",443.56,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020","2020",369.112,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q2","T2-2020",355.8,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q1","T1-2020",375.464,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q3","T3-2020",387.113,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q4","T4-2020",358.07,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021","2021",420.999,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022","2022",450.222,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q1","T1-2021",394.218,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q2","T2-2021",425.395,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q3","T3-2021",421.348,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q4","T4-2021",443.037,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q1","T1-2022",430.86,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q2","T2-2022",449.555,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q3","T3-2022",463.04,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q4","T4-2022",457.433,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018","2018",436.353,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q2","T2-2018",440.171,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q1","T1-2018",403.806,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q4","T4-2018",437.005,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2018-Q3","T3-2018",464.429,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019","2019",451.242,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q1","T1-2019",426.878,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q2","T2-2019",443.794,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q4","T4-2019",468.492,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2019-Q3","T3-2019",465.804,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020","2020",438.241,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q2","T2-2020",409.832,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q1","T1-2020",460.55,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q3","T3-2020",432.998,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2020-Q4","T4-2020",449.585,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021","2021",458.685,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022","2022",506.847,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q1","T1-2021",453.851,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q2","T2-2021",452.766,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q3","T3-2021",446.618,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2021-Q4","T4-2021",481.504,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q1","T1-2022",504.203,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q2","T2-2022",489.543,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q3","T3-2022",539.965,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","7","diploma","FRG","straniero-a","2022-Q4","T4-2022",493.676,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",1040.84,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",1051.903,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",1014.294,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",1034.711,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",1062.454,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",1041.116,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",1030.653,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",1035.162,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",1027.623,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",1071.028,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",923.288,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",881.868,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",938.008,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",962.975,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",910.301,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",949.187,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",989.9,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",887.117,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",932.049,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",985.041,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",992.541,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",970.062,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",990.955,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",1018.039,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",980.544,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018","2018",297.01,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018-Q2","T2-2018",320.376,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018-Q1","T1-2018",292.278,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018-Q4","T4-2018",271.478,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2018-Q3","T3-2018",303.909,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019","2019",289.511,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019-Q1","T1-2019",278.102,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019-Q2","T2-2019",303.594,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019-Q4","T4-2019",274.303,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2019-Q3","T3-2019",302.045,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020","2020",249.331,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020-Q2","T2-2020",233.948,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020-Q1","T1-2020",248.243,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020-Q3","T3-2020",263.555,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2020-Q4","T4-2020",251.578,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021","2021",244.92,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022","2022",273.407,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q1","T1-2021",225.461,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q2","T2-2021",241.788,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q3","T3-2021",255.161,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2021-Q4","T4-2021",257.271,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q1","T1-2022",256.519,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q2","T2-2022",278.357,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q3","T3-2022",290.115,,
"IT","Italia","9","totale","Y15-89","15-89 anni","11","laurea e post-laurea","FRG","straniero-a","2022-Q4","T4-2022",268.636,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018","2018",1175.025,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018-Q2","T2-2018",1181.908,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018-Q1","T1-2018",1139.073,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018-Q4","T4-2018",1190.796,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2018-Q3","T3-2018",1188.322,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019","2019",1215.702,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019-Q1","T1-2019",1201.339,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019-Q2","T2-2019",1235.792,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019-Q4","T4-2019",1206.305,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2019-Q3","T3-2019",1219.37,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020","2020",1147.461,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020-Q2","T2-2020",1116.279,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020-Q1","T1-2020",1159.505,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020-Q3","T3-2020",1179.336,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2020-Q4","T4-2020",1134.723,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021","2021",1132.489,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022","2022",1143.995,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021-Q1","T1-2021",1028.539,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021-Q2","T2-2021",1082.754,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021-Q3","T3-2021",1209.685,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2021-Q4","T4-2021",1208.979,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022-Q1","T1-2022",1145.274,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022-Q2","T2-2022",1164.984,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022-Q3","T3-2022",1129.079,,
"IT","Italia","9","totale","Y15-89","15-89 anni","13","nessun titolo di studio, licenza di scuola elementare e media","FRG","straniero-a","2022-Q4","T4-2022",1136.644,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",417.277,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",429.857,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",410.607,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",406.444,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",422.199,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",445.234,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",436.602,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",456.597,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",435.279,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",452.458,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",423.525,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",438.347,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",420.376,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",430.767,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",404.61,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",424.543,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",453.654,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",380.797,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",404.156,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",439.671,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",473.547,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",446.563,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",449.873,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",466.119,,
"IT","Italia","9","totale","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",452.06,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",921.294,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",921.108,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",901.47,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",926.349,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",936.249,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",911.396,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",904.223,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",898.734,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",903.916,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",938.709,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",805.199,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",766.725,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",828.977,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",836.991,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",788.104,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",826.586,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",849.855,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",778.085,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",810.761,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",855.913,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",861.584,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",832.16,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",856.408,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",871.094,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",839.757,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",87.654,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",92.801,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",86.799,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",80.883,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",90.135,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",92.487,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",97.848,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",101.117,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",83.279,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",87.705,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",83.97,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q2","T2-2020",82.907,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q1","T1-2020",79.735,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q3","T3-2020",88.036,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020-Q4","T4-2020",85.201,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021","2021",88.604,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022","2022",105.663,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q1","T1-2021",74.468,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q2","T2-2021",87.896,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q3","T3-2021",92.756,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2021-Q4","T4-2021",99.297,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q1","T1-2022",106.552,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q2","T2-2022",102.352,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q3","T3-2022",106.034,,
"IT","Italia","2","femmine","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2022-Q4","T4-2022",107.715,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018","2018",292.402,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q2","T2-2018",294.436,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q1","T1-2018",275.733,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q4","T4-2018",283.078,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2018-Q3","T3-2018",316.362,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019","2019",293.8,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q1","T1-2019",283.285,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q2","T2-2019",303.784,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q4","T4-2019",280.217,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2019-Q3","T3-2019",307.912,,
"IT","Italia","1","maschi","Y15-89","15-89 anni","99","totale","FRG","straniero-a","2020","2020",257.004,,
