DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,c_birth,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF2,2018,57.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF2,2019,57.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF2,2020,55.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF2,2021,69.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF2,2022,68.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2013,56.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2014,57.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2015,54.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2016,57.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2017,64.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2018,60.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2019,58.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2020,60.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2021,63.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRF3,2022,65.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2013,62.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2014,66.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2015,67.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2016,69.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2017,68.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2018,68.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2019,67.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2020,64.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2021,68.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG,2022,76.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2013,62.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2014,66.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2015,67.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2016,69.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2017,68.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2018,68.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2019,67.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2020,64.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2021,68.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRG0,2022,76.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2013,69.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2014,71.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2015,69.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2016,68.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2017,70.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2018,73.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2019,74.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2020,73.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2021,71.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH,2022,71.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2013,69.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2014,71.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2015,69.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2016,68.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2017,70.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2018,73.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2019,74.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2020,73.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2021,71.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRH0,2022,71.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2013,63.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2014,65.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2015,63.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2016,62.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2017,62.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2018,68.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2019,68.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2020,62.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2021,69.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI,2022,67.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2013,61.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2014,67.4,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2015,65.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2016,63.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2017,61.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2018,66.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2019,69.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2020,62.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2021,72.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI1,2022,68.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2013,58.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2014,60.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2015,63.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2016,67.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2017,71.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2018,74.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2019,63.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2020,63.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2021,63.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI2,2022,64.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2013,73.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2014,61.4,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2015,57.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2016,55.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2017,65.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2018,74.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2019,65.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2020,61.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2021,62.6,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRI3,2022,67.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2013,61.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2014,63.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2015,60.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2016,59.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2017,64.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2018,66.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2019,66.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2020,70.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2021,67.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ,2022,67.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2013,52.4,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2014,56.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2015,55.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2016,54.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2017,60.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2018,60.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2019,61.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2020,69.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2021,65.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ1,2022,66.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2013,71.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2014,72.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2015,67.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2016,65.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2017,70.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2018,73.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2019,73.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2020,71.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2021,70.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRJ2,2022,68.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2013,61.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2014,61.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2015,63.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2016,66.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2017,66.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2018,68.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2019,66.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2020,68.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2021,70.4,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK,2022,71.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2013,43.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2014,54.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2015,67.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2016,70.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2017,65.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2018,64.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2019,71.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2020,58.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2021,71.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK1,2022,67.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2013,63.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2014,61.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2015,63.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2016,65.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2017,66.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2018,68.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2019,65.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2020,68.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2021,70.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRK2,2022,71.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2013,54.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2014,58.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2015,58.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2016,59.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2017,58.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2018,59.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2019,59.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2020,59.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2021,59.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL,2022,66.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2013,54.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2014,58.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2015,58.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2016,59.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2017,58.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2018,59.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2019,59.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2020,59.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2021,59.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRL0,2022,66.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2013,46.9,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2014,40.1,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2015,52.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2016,80.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2017,63.2,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2018,35.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2019,25.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2020,47.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2021,52.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM,2022,40.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2013,46.9,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2014,40.1,bu
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2015,52.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2016,80.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2017,63.2,u
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2018,35.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2019,25.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2020,47.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2021,52.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRM0,2022,40.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRY,2014,32.6,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRY,2015,33.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED3-8,FOR,Y15-64,FRY,2016,29.8,
