DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,c_birth,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT13,2016,27.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT13,2017,28.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT13,2018,27.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT13,2019,28.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT13,2020,27.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT13,2021,26.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT13,2022,26.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2013,28.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2014,24.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2015,23.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2016,24.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2017,25.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2018,26.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2019,25.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2020,24.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2021,24.6,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT2,2022,25.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2013,30.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2014,24.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2015,23.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2016,22.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2017,24.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2018,28.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2019,23.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2020,19.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2021,22.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT21,2022,22.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2013,27.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2014,24.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2015,23.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2016,25.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2017,26.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2018,25.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2019,26.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2020,25.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2021,25.6,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT22,2022,26.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2013,33.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2014,32.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2015,30.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2016,31.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2017,31.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2018,30.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2019,29.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2020,29.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2021,28.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT3,2022,27.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2013,33.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2014,31.7,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2015,30.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2016,31.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2017,31.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2018,30.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2019,28.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2020,29.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2021,28.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT31,2022,30.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2013,32.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2014,32.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2015,27.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2016,28.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2017,29.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2018,26.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2019,26.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2020,27.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2021,27.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT32,2022,23.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2013,30.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2014,28.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2015,29.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2016,31.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2017,29.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2018,29.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2019,28.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2020,26.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2021,23.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT33,2022,24.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2013,41.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2014,40.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2015,38.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2016,38.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2017,35.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2018,34.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2019,37.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2020,36.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2021,35.4,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,AT34,2022,34.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2013,41.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2014,40.4,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2015,38.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2016,38.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2017,35.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2018,35.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2019,35.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2020,34.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2021,32.1,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE,2022,31.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2013,41.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2014,39.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2015,37.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2016,37.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2017,34.6,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2018,34.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2019,35.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2020,34.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2021,31.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE1,2022,28.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2013,41.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2014,39.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2015,37.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2016,37.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2017,34.6,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2018,34.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2019,35.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2020,34.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2021,31.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE10,2022,28.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2013,40.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2014,39.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2015,39.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2016,39.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2017,34.9,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2018,36.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2019,34.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2020,33.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2021,33.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE2,2022,32.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2013,44.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2014,41.0,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2015,43.6,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2016,44.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2017,37.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2018,39.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2019,39.4,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2020,37.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2021,35.5,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE21,2022,32.5,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2013,42.8,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2014,39.4,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2015,39.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2016,40.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2017,36.3,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2018,36.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2019,38.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2020,39.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2021,33.4,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE22,2022,23.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2013,44.1,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2014,48.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2015,42.7,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2016,40.3,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2017,39.2,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2018,39.2,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2019,33.0,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2020,34.9,
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2021,33.8,b
ESTAT:EDAT_LFS_9917(1.0),14/09/23 23:00:00,A,PC,T,ED0-2,FOR,Y15-64,BE23,2022,35.9,
