"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","CITTADINANZA","Citizenship","ATECO_2007","NACE 2007","POSIZPROF","Professional status","TIME","Select time","Value","Flag Codes","Flags"
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020","2020",49.167,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q2","Q2-2020",45.689,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q1","Q1-2020",45.006,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q3","Q3-2020",49.754,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q4","Q4-2020",56.219,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021","2021",48.822,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022","2022",52.759,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q1","Q1-2021",45.15,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q2","Q2-2021",41.201,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q3","Q3-2021",55.544,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q4","Q4-2021",53.393,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q1","Q1-2022",51.669,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q2","Q2-2022",46.712,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q3","Q3-2022",49.512,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q4","Q4-2022",63.141,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018","2018",68.191,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018-Q2","Q2-2018",65.141,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018-Q1","Q1-2018",58.112,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018-Q4","Q4-2018",70.13,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018-Q3","Q3-2018",79.381,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019","2019",64.616,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019-Q1","Q1-2019",58.178,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019-Q2","Q2-2019",60.933,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019-Q4","Q4-2019",69.862,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019-Q3","Q3-2019",69.491,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020","2020",64.342,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q2","Q2-2020",53.37,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q1","Q1-2020",69.986,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q3","Q3-2020",68.88,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q4","Q4-2020",65.133,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021","2021",67.104,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022","2022",66.956,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q1","Q1-2021",63.764,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q2","Q2-2021",69.205,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q3","Q3-2021",67.159,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q4","Q4-2021",68.288,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q1","Q1-2022",59.703,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q2","Q2-2022",72.733,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q3","Q3-2022",72.673,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q4","Q4-2022",62.717,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018","2018",170.404,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q2","Q2-2018",167.086,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q1","Q1-2018",162.792,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q4","Q4-2018",174.183,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q3","Q3-2018",177.556,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019","2019",163.825,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q1","Q1-2019",155.333,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q2","Q2-2019",161.771,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q4","Q4-2019",174.464,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q3","Q3-2019",163.732,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020","2020",158.688,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q2","Q2-2020",130.706,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q1","Q1-2020",165.48,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q3","Q3-2020",166.557,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q4","Q4-2020",172.008,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021","2021",163.501,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022","2022",179.517,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q1","Q1-2021",166.005,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q2","Q2-2021",160.738,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q3","Q3-2021",158.037,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q4","Q4-2021",169.226,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q1","Q1-2022",164.466,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q2","Q2-2022",181.008,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q3","Q3-2022",184.391,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q4","Q4-2022",188.202,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2018","2018",32.394,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2018-Q2","Q2-2018",32.294,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2018-Q1","Q1-2018",31.273,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2018-Q4","Q4-2018",34.67,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2018-Q3","Q3-2018",31.34,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2019","2019",36.895,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2019-Q1","Q1-2019",37.703,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2019-Q2","Q2-2019",37.38,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2019-Q4","Q4-2019",34.08,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2019-Q3","Q3-2019",38.417,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2020","2020",34.061,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2020-Q2","Q2-2020",31.657,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2020-Q1","Q1-2020",31.152,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2020-Q3","Q3-2020",31.284,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2020-Q4","Q4-2020",42.152,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2021","2021",36.364,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2022","2022",42.321,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2021-Q1","Q1-2021",41.351,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2021-Q2","Q2-2021",31.745,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2021-Q3","Q3-2021",34.103,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2021-Q4","Q4-2021",38.257,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2022-Q1","Q1-2022",44.558,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2022-Q2","Q2-2022",40.9,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2022-Q3","Q3-2022",38.678,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","2","self-employed","2022-Q4","Q4-2022",45.148,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018","2018",59.143,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q2","Q2-2018",59.589,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q1","Q1-2018",66.172,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q4","Q4-2018",60.195,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q3","Q3-2018",50.616,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019","2019",59.502,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q1","Q1-2019",57.352,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q2","Q2-2019",65.102,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q4","Q4-2019",61.785,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q3","Q3-2019",53.77,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020","2020",57.661,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q2","Q2-2020",42.668,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q1","Q1-2020",62.94,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q3","Q3-2020",56.866,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q4","Q4-2020",68.171,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021","2021",59.302,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022","2022",65.652,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q1","Q1-2021",67.036,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q2","Q2-2021",59.376,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q3","Q3-2021",46.107,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q4","Q4-2021",64.691,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q1","Q1-2022",61.437,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q2","Q2-2022",63.8,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q3","Q3-2022",64.785,,
"ITC","Nord-ovest","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q4","Q4-2022",72.588,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018","2018",34.052,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q2","Q2-2018",28.944,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q1","Q1-2018",31.193,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q4","Q4-2018",36.171,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q3","Q3-2018",39.899,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019","2019",33.103,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q1","Q1-2019",30.059,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q2","Q2-2019",31.751,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q4","Q4-2019",35.468,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q3","Q3-2019",35.135,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020","2020",35.312,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q2","Q2-2020",32.256,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q1","Q1-2020",32.853,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q3","Q3-2020",37.65,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q4","Q4-2020",38.488,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021","2021",35.215,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022","2022",37.41,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q1","Q1-2021",28.843,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q2","Q2-2021",30.585,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q3","Q3-2021",40.931,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q4","Q4-2021",40.5,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q1","Q1-2022",34.843,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q2","Q2-2022",35.468,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q3","Q3-2022",37.078,,
"ITD","Nord-est","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q4","Q4-2022",42.25,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018","2018",46.549,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q2","Q2-2018",42.96,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q1","Q1-2018",39.739,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q4","Q4-2018",50.27,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q3","Q3-2018",53.229,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019","2019",46.428,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q1","Q1-2019",43.505,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q2","Q2-2019",40.927,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q4","Q4-2019",48.868,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q3","Q3-2019",52.413,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020","2020",43.313,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q2","Q2-2020",36.6,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q1","Q1-2020",45.828,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q3","Q3-2020",48.989,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q4","Q4-2020",41.836,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021","2021",47.851,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022","2022",50.924,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q1","Q1-2021",43.788,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q2","Q2-2021",48.77,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q3","Q3-2021",53.079,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q4","Q4-2021",45.769,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q1","Q1-2022",43.231,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q2","Q2-2022",53.803,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q3","Q3-2022",58.921,,
"ITE","Centro (I)","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q4","Q4-2022",47.742,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018","2018",30.66,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q2","Q2-2018",35.594,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q1","Q1-2018",25.689,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q4","Q4-2018",27.547,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q3","Q3-2018",33.812,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019","2019",24.792,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q1","Q1-2019",24.418,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q2","Q2-2019",23.991,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q4","Q4-2019",28.343,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2019-Q3","Q3-2019",22.415,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020","2020",22.402,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q2","Q2-2020",19.182,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q1","Q1-2020",23.859,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q3","Q3-2020",23.052,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2020-Q4","Q4-2020",23.513,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021","2021",21.133,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022","2022",25.53,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q1","Q1-2021",26.338,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q2","Q2-2021",22.007,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q3","Q3-2021",17.921,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2021-Q4","Q4-2021",18.267,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q1","Q1-2022",24.955,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q2","Q2-2022",27.936,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q3","Q3-2022",23.607,,
"ITFG","Mezzogiorno","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2022-Q4","Q4-2022",25.623,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018","2018",227.601,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018-Q2","Q2-2018",224.001,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018-Q1","Q1-2018",217.775,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018-Q4","Q4-2018",232.231,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2018-Q3","Q3-2018",236.398,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019","2019",222.343,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019-Q1","Q1-2019",212.27,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019-Q2","Q2-2019",223.092,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019-Q4","Q4-2019",232.739,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2019-Q3","Q3-2019",221.272,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020","2020",216.182,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q2","Q2-2020",184.495,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q1","Q1-2020",223.659,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q3","Q3-2020",218.482,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2020-Q4","Q4-2020",238.09,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021","2021",221.916,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022","2022",242.572,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q1","Q1-2021",228.539,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q2","Q2-2021",216.192,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q3","Q3-2021",209.251,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2021-Q4","Q4-2021",233.684,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q1","Q1-2022",229.179,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q2","Q2-2022",245.415,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q3","Q3-2022",241.938,,
"IT","Italy","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","9","total","2022-Q4","Q4-2022",253.754,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018","2018",93.195,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q2","Q2-2018",88.533,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q1","Q1-2018",97.365,,
"ITCD","Nord","9","total","Y15-89","15-89 years","FRG","foreign","F","construction","1","employees","2018-Q4","Q4-2018",96.366,,
