àùTerritory,Year,Sex,Age,Quantity
IT,2022,Female,94,217
IT,2023,Female,94,208
IT,2019,Female,95,178
IT,2020,Female,95,162
IT,2021,Female,95,159
IT,2022,Female,95,146
IT,2023,Female,95,166
IT,2019,Female,96,123
IT,2020,Female,96,152
IT,2021,Female,96,114
IT,2022,Female,96,114
IT,2023,Female,96,124
IT,2019,Female,97,79
IT,2020,Female,97,99
IT,2021,Female,97,92
IT,2022,Female,97,93
IT,2023,Female,97,90
IT,2019,Female,98,95
IT,2020,Female,98,63
IT,2021,Female,98,75
IT,2022,Female,98,100
IT,2023,Female,98,79
IT,2019,Female,99,42
IT,2020,Female,99,71
IT,2021,Female,99,51
IT,2022,Female,99,63
IT,2023,Female,99,79
